,title,comment,author,total_replies,upvotes
0,"""Hello r/Maldives , from r/Argentina we wish you a happy day.""","Hi and thanks. Greetings to you all too, much love from Maldives ❤️ 🇲🇻",idkreally101,0,2
1,"""Hello r/Maldives , from r/Argentina we wish you a happy day.""",thank you and also happy almost end of the year!,SnakeViper60,0,1
