,title,comment,author,total_replies,upvotes
0,Worth experimenting with in the Maldives..,[deleted],,1,1
1,Worth experimenting with in the Maldives..,"Another thing I spotted yesterday.

https://www.tnp.sg/news/world/hawaiian-super-corals-offer-hope-dying-reefs",CatKungFu,0,2
